source_path,bounded_context,disposition,reason,target_path,manus_coupling,persistence_coupling,test_evidence,security_notes,migration_commit
server/routers/subscriptions.ts,application-services,rewrite,Workflow intent is useful but implementation mixes transport persistence and unverified behavior,services/,direct,none_detected,none,Rebuild with authorization validation and lawful-source controls,not_migrated_in_first_batch
server/scheduled/opportunityRadar.ts,opportunity-ingestion,rewrite,Scheduler and discovery behavior require lawful connectors queue controls and idempotency,services/opportunity-ingestion/,direct,none_detected,none,No scraping or fabricated integrations,not_migrated_in_first_batch
server/storage.ts,server-runtime,rewrite,Legacy composition and persistence violate new provider-neutral boundaries,apps/api/ or packages/database/,direct,none_detected,none,PostgreSQL only with least privilege,not_migrated_in_first_batch
server/stripe/webhook.ts,billing,archive_for_reference,Billing integration requires a separate commercial and security review,,none_detected,none_detected,none,Do not activate without webhook secret and replay review,not_migrated_in_first_batch
shared/_core/errors.ts,contracts,refactor_before_reuse,Shared intent may be useful after runtime validation and bounded-context review,packages/contracts/src/,none_detected,none_detected,none,Validate all external input at runtime,not_migrated_in_first_batch
shared/const.ts,contracts,rewrite,File contains Manus coupling and cannot be reused directly,packages/contracts/src/,direct,none_detected,none,Remove all Manus identifiers dependencies and runtime behavior,not_migrated_in_first_batch
shared/types.ts,contracts,refactor_before_reuse,Shared intent may be useful after runtime validation and bounded-context review,packages/contracts/src/,none_detected,none_detected,none,Validate all external input at runtime,not_migrated_in_first_batch
template.json,repository,reject,Build or dependency configuration contains Manus coupling,,direct,mysql_or_tidb,none,Do not merge dependency or build settings wholesale,not_migrated_in_first_batch
todo.md,repository,rewrite,File contains Manus coupling and cannot be reused directly,,direct,none_detected,none,Remove all Manus identifiers dependencies and runtime behavior,not_migrated_in_first_batch
tsconfig.json,repository,archive_for_reference,Legacy repository configuration is not portable to the governed monorepo,,none_detected,none_detected,none,Review only and do not copy configuration blindly,not_migrated_in_first_batch
vite.config.ts,repository,reject,Build or dependency configuration contains Manus coupling,,direct,none_detected,none,Do not merge dependency or build settings wholesale,not_migrated_in_first_batch
vite.config.ts.bak,repository,archive_for_reference,Legacy tool configuration is superseded by the governed monorepo,,none_detected,none_detected,none,Do not merge dependency or build settings wholesale,not_migrated_in_first_batch
vitest.config.ts,repository,archive_for_reference,Legacy repository configuration is not portable to the governed monorepo,,none_detected,none_detected,none,Review only and do not copy configuration blindly,not_migrated_in_first_batch
client/src/const.ts,web,rewrite,File contains Manus coupling and cannot be reused directly,apps/web/,direct,none_detected,none,Remove all Manus identifiers dependencies and runtime behavior,not_migrated_in_first_batch
client/src/components/ui/tooltip.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
